Wavelength	blue	green	red	NIR	pan
733	0	0	0.00778227945038163	0	0.986980211519364
734	0	0	0.0067738751908396	0	0.987889347567031
735	0	0	0.00576578937500001	0	0.988431077457795
736	0	0	0.00475806122137407	0	0.988769707050645
737	0	0	0	0	0.988594702085402
738	0	0	0	0	0.988118038728898
739	0	0	0	0	0.987246205561072
740	0	0	0	0	0.986128032770606
741	0	0	0	0	0.984843368421053
742	0	0	0	0	0.983448631578947
743	0	0	0	0	0.981989372393247
744	0	0	0	0	0.98048490367428
745	0	0	0	0	0.978880398212512
746	0	0	0	0	0.977201649453823
747	0	0	0	0	0.975380815292949
748	0	0	0	0.00612299075322108	0.973448342601787
749	0	0	0	0.0074323497420636	0.971403362462761
750	0	0	0	0.00874173770069376	0.969264832174777
751	0	0	0	0.01005106	0.967081396226415
752	0	0	0	0.0113608336967294	0.964858456802383
753	0	0	0	0.0126831828373016	0.962643747765641
754	0	0	0	0.0140973489593656	0.960436697120159
755	0	0	0	0.0158112492063491	0.958280973697271
756	0	0	0	0.0180703150644201	0.956175762779157
757	0	0	0	0.0209193035714285	0.954145308838133
758	0	0	0	0.0241522383548068	0.952192975173784
759	0	0	0	0.0275467017839445	0.950302198113207
760	0	0	0	0.0311060886904759	0.948479457298908
761	0	0	0	0.035059797423191	0.946683039721946
762	0	0	0	0.0396426559523809	0.944917399205561
763	0	0	0	0.0448329354806739	0.943155531777557
764	0	0	0	0.0503766077380955	0.941398332174777
765	0	0	0	0.0561679755203172	0.939623717974181
766	0	0	0	0.0626367682539682	0.937826299900695
767	0	0	0	0.070745376511397	0.935969173286991
768	0	0	0	0.0812264284722219	0.934029252730884
769	0	0	0	0.0940190606541128	0.931988383813307
770	0	0	0	0.108966238095237	0.929799208043694
771	0	0	0	0.126607422200198	0.927518591857001
772	0	0	0	0.147279637264618	0.925095553128103
773	0	0	0	0.170517226190477	0.922638258689176
774	0	0	0	0.196197887016848	0.920124356007944
775	0	0	0	0.225251155753966	0.917632983118173
776	0	0	0	0.258198481665017	0.915181145978153
777	0	0	0	0.293858749999998	0.912777309334658
778	0	0	0	0.330637882061445	0.910463009433962
779	0	0	0	0.367868066468254	0.908190459781529
780	0	0	0	0.406094785926659	0.906000787487587
781	0	0	0	0.446154396825396	0.903853670804369
782	0	0	0	0.488314341922697	0.901796570506455
783	0	0	0	0.531786262636274	0.899823732506204
784	0	0	0	0.575732333333333	0.898041102233251
785	0	0	0	0.619759964321109	0.896382610724926
786	0	0	0	0.66364228472222	0.895025113207547
787	0	0	0	0.707130456888005	0.893742291956306
788	0	0	0	0.749613150793651	0.892653414101291
789	0	0	0	0.790122262636273	0.891474351539225
790	0	0	0	0.82678736309524	0.890043864945382
791	0	0	0	0.858042133795838	0.888343517378351
792	0	0	0	0.884164507936506	0.885833586891758
793	0	0	0	0.906891176412289	0.882992857994042
794	0	0	0	0.927357685827551	0.879081239324727
795	0	0	0	0.945894513888888	0.874865390268123
796	0	0	0	0.962360624380575	0.869583364448858
797	0	0	0	0.976074580357143	0.863986240317776
798	0	0	0	0.986184298315163	0.85718931876862
799	0	0	0	0.99256519047619	0.8500137408143
800	0	0	0	0.996365472745292	0.841264982125125
801	0	0	0	0.998797796626984	0.832056928500497
802	0	0	0	0.999986394449951	0.820756531281033
803	0	0	0	0.99959680952381	0.808903899702085
804	0	0	0	0.997869064420218	0.794276789473685
805	0	0	0	0.995171929563492	0.778990584905662
806	0	0	0	0.991079127849356	0.760027327706058
807	0	0	0	0.984904697720515	0.740321309831181
808	0	0	0	0.976946549058474	0.715975728897717
809	0	0	0	0.968499520833334	0.690962308838135
810	0	0	0	0.960853850346878	0.661230928500497
811	0	0	0	0.95447685515873	0.631068650124069
812	0	0	0	0.949036051536175	0.597420014888337
813	0	0	0	0.943948928571429	0.563543518867924
814	0	0	0	0.938932824578791	0.527496349056603
815	0	0	0	0.933940357142857	0.491362629096325
816	0	0	0	0.929120345887017	0.454246938927507
817	0	0	0	0.924777841269841	0.417184010427011
818	0	0	0	0.921167224975223	0.380855807845084
819	0	0	0	0.918175682854311	0.344678184210527
820	0	0	0	0.91547889484127	0.311191093843101
821	0	0	0	0.91285907135778	0.277870363455813
822	0	0	0	0.910241583333333	0.248648913604769
823	0	0	0	0.907612015857285	0.219542781529295
824	0	0	0	0.904952037698413	0.194934042701092
825	0	0	0	0.90226092666006	0.170370560079442
826	0	0	0	0.89954623015873	0.14987602184707
827	0	0	0	0.896823610505451	0.129381483614698
828	0	0	0	0.894065154761905	0.11257074652433
829	0	0	0	0.891177635282458	0.0957710940913595
830	0	0	0	0.888026468253968	0.0826161557596822
831	0	0	0	0.884580639246779	0.069524249106257
832	0	0	0	0.880939565906839	0.0599385924528308
833	0	0	0	0.877222567460318	0.0504651068520364
834	0	0	0	0.873493417244797	0.0438712734359485
835	0	0	0	0.869760392857143	0.0374131304369412
836	0	0	0	0.866029817641229	0.0329011380337638
837	0	0	0	0.862296873015873	0.0285111678252238
838	0	0	0	0.858560350842418	0.02527888897716
839	0	0	0	0.854778940476191	0.0221377767626613
840	0	0	0	0.85086867789891	0.0197087325558312
841	0	0	0	0.84674175	0.0173475414888337
842	0	0	0	0.842410416253716	0.0154521773584906
843	0	0	0	0.837963496531219	0.0136097245283021
844	0	0	0	0.833476095238095	0.0121261827209534
845	0	0	0	0.828984402378593	0.0106897378351539
846	0	0	0	0.824490828373016	0.00957181057596822
847	0	0	0	0.819998742319128	0.00850147790466733
848	0	0	0	0.815505892857143	0.00764198729890765
849	0	0	0	0.811027527254708	0.00681796545183715
850	0	0	0	0.806613701388889	0.00607033817279048
851	0	0	0	0.802359789890981	0.00533704621648463
852	0	0	0	0.798326444444444	0.00461547946375375
853	0	0	0	0.794502667988107	0.00389634838133071
854	0	0	0	0.79089882259663	0.003177524468719
855	0	0	0	0.787615982142857	0.00245877074478653
856	0	0	0	0.784729101090188	0
857	0	0	0	0.782151810515873	0
858	0	0	0	0.779719174430129	0
859	0	0	0	0.777317444444445	0
860	0	0	0	0.774875497522299	0
861	0	0	0	0.772265755952381	0
862	0	0	0	0.76932135877106	0
863	0	0	0	0.765983041666667	0
864	0	0	0	0.762365960356789	0
865	0	0	0	0.758635610505451	0
866	0	0	0	0.75487903968254	0
867	0	0	0	0.751120952428147	0
868	0	0	0	0.747362958333333	0
869	0	0	0	0.743605278493558	0
870	0	0	0	0.739847876984127	0
871	0	0	0	0.736089209117939	0
872	0	0	0	0.732323668650794	0
873	0	0	0	0.728508441030724	0
874	0	0	0	0.724534857142857	0
875	0	0	0	0.72027764122894	0
876	0	0	0	0.715721041666667	0
877	0	0	0	0.710973867195243	0
878	0	0	0	0.70616300099108	0
879	0	0	0	0.701339148809524	0
880	0	0	0	0.696513968285431	0
881	0	0	0	0.691690214285715	0
882	0	0	0	0.686864574826561	0
883	0	0	0	0.682040631944444	0
884	0	0	0	0.677216590683846	0
885	0	0	0	0.672400380952381	0
886	0	0	0	0.667604531219029	0
887	0	0	0	0.662849255952381	0
888	0	0	0	0.658130923686819	0
889	0	0	0	0.653413706640238	0
890	0	0	0	0.648558343253969	0
891	0	0	0	0.643317985133796	0
892	0	0	0	0.637491984126984	0
893	0	0	0	0.631130431119921	0
894	0	0	0	0.624491758928571	0
895	0	0	0	0.61775992765114	0
896	0	0	0	0.610974583333334	0
897	0	0	0	0.604099332011893	0
898	0	0	0	0.597140748015873	0
899	0	0	0	0.590128442021804	0
900	0	0	0	0.583107416666667	0
901	0	0	0	0.576096806739346	0
902	0	0	0	0.569153648166502	0
903	0	0	0	0.562333944444445	0
904	0	0	0	0.555652737363726	0
905	0	0	0	0.549071387896826	0
906	0	0	0	0.54251896035679	0
907	0	0	0	0.535976708333333	0
908	0	0	0	0.529428737363727	0
909	0	0	0	0.522879416666666	0
910	0	0	0	0.516282528245788	0
911	0	0	0	0.509566507936508	0
912	0	0	0	0.502642155599603	0
913	0	0	0	0.495476718533202	0
914	0	0	0	0.487753678571428	0
915	0	0	0	0.478440720515362	0
916	0	0	0	0.466307117063492	0
917	0	0	0	0.451147653121904	0
918	0	0	0	0.434009444444444	0
919	0	0	0	0.415894418235877	0
920	0	0	0	0.397061098214288	0
921	0	0	0	0.376930471754211	0
922	0	0	0	0.355008244047621	0
923	0	0	0	0.331555432111003	0
924	0	0	0	0.307442647175421	0
925	0	0	0	0.283172082259661	0
926	0	0	0	0.258768845238094	0
927	0	0	0	0.23411577799802	0
928	0	0	0	0.209121057539682	0
929	0	0	0	0.184352923686819	0
930	0	0	0	0.160898527777779	0
931	0	0	0	0.139660358771062	0
932	0	0	0	0.120528937500002	0
933	0	0	0	0.103365782953419	0
934	0	0	0	0.0884277079365085	0
935	0	0	0	0.0756315434093155	0
936	0	0	0	0.064237378769841	0
937	0	0	0	0.0540456946481675	0
938	0	0	0	0.0455518294350844	0
939	0	0	0	0.0388885255952384	0
940	0	0	0	0.0334042495540137	0
941	0	0	0	0.0283796416666666	0
942	0	0	0	0.0236807333002973	0
943	0	0	0	0.0195521473214287	0
944	0	0	0	0.0161375861248763	0
945	0	0	0	0.0132338672619047	0
946	0	0	0	0.0105418163528246	0
947	0	0	0	0.0078928892162699	0
948	0	0	0	0.00524975337958386	0
949	0	0	0	0	0
950	0	0	0	0	0
951	0	0	0	0	0
952	0	0	0	0	0
953	0	0	0	0	0
954	0	0	0	0	0
955	0	0	0	0	0
956	0	0	0	0	0
957	0	0	0	0	0
958	0	0	0	0	0
959	0	0	0	0	0
960	0	0	0	0	0
961	0	0	0	0	0
962	0	0	0	0	0
963	0	0	0	0	0
964	0	0	0	0	0
965	0	0	0	0	0
966	0	0	0	0	0
967	0	0	0	0	0
968	0	0	0	0	0
969	0	0	0	0	0
970	0	0	0	0	0
971	0	0	0	0	0
972	0	0	0	0	0
973	0	0	0	0	0
974	0	0	0	0	0
975	0	0	0	0	0
976	0	0	0	0	0
977	0	0	0	0	0
978	0	0	0	0	0
979	0	0	0	0	0
980	0	0	0	0	0
981	0	0	0	0	0
982	0	0	0	0	0
983	0	0	0	0	0
984	0	0	0	0	0
985	0	0	0	0	0
986	0	0	0	0	0
987	0	0	0	0	0
988	0	0	0	0	0
989	0	0	0	0	0
990	0	0	0	0	0
991	0	0	0	0	0
992	0	0	0	0	0
993	0	0	0	0	0
994	0	0	0	0	0
995	0	0	0	0	0
996	0	0	0	0	0
997	0	0	0	0	0
998	0	0	0	0	0
999	0	0	0	0	0
1000	0	0	0	0	0
1001	0	0	0	0	0
1002	0	0	0	0	0
1003	0	0	0	0	0
1004	0	0	0	0	0
1005	0	0	0	0	0
1006	0	0	0	0	0
1007	0	0	0	0	0
1008	0	0	0	0	0
1009	0	0	0	0	0
1010	0	0	0	0	0
1011	0	0	0	0	0
1012	0	0	0	0	0
1013	0	0	0	0	0
1014	0	0	0	0	0
1015	0	0	0	0	0
1016	0	0	0	0	0
1017	0	0	0	0	0
1018	0	0	0	0	0
1019	0	0	0	0	0
1020	0	0	0	0	0
1021	0	0	0	0	0
1022	0	0	0	0	0
1023	0	0	0	0	0
1024	0	0	0	0	0
1025	0	0	0	0	0
1026	0	0	0	0	0
1027	0	0	0	0	0
1028	0	0	0	0	0
1029	0	0	0	0	0
1030	0	0	0	0	0
1031	0	0	0	0	0
1032	0	0	0	0	0
1033	0	0	0	0	0
1034	0	0	0	0	0
1035	0	0	0	0	0
1036	0	0	0	0	0
1037	0	0	0	0	0
1038	0	0	0	0	0
1039	0	0	0	0	0
1040	0	0	0	0	0
1041	0	0	0	0	0
1042	0	0	0	0	0
1043	0	0	0	0	0
1044	0	0	0	0	0
1045	0	0	0	0	0
1046	0	0	0	0	0
1047	0	0	0	0	0
1048	0	0	0	0	0
1049	0	0	0	0	0
1050	0	0	0	0	0
